remaining_hours,created_hours_ago,distance_km,travel_hours,slack_hours,feasibility_ratio,perishability_risk,ideal_window,service_value,estimated_meals,quantity_confidence,demand_pressure,nearby_density,type_density,ngo_success_rate,ngo_open_load,ngo_performance,ngo_verified,donor_reliability,target_priority,pickup_success_probability
5.46,1.03,1.99,0.09,4.67,12.41,1.0,2.0,0.95,174.83,0.76,0.244,15,7,0.486,0.327,0.567,0.0,0.62,63.3,0.461
3.23,2.0,11.44,0.44,2.15,4.09,0.58,6.0,0.88,51.54,0.84,0.466,7,10,0.893,0.555,0.765,0.0,0.766,51.9,0.466
7.47,2.71,3.58,0.16,6.22,14.65,0.82,4.0,1.0,143.63,0.72,0.594,13,9,0.668,0.667,0.405,1.0,0.366,60.7,0.466
3.43,6.17,7.18,0.38,2.51,4.7,0.58,6.0,0.88,164.69,0.66,0.396,18,2,0.875,0.544,0.432,0.0,0.612,59.9,0.427
5.7,7.03,11.51,0.58,4.5,6.13,0.35,8.0,0.55,9.15,0.91,0.747,7,9,0.468,0.024,0.825,0.0,0.804,44.6,0.411
5.92,3.77,7.59,0.3,5.27,9.11,0.82,4.0,1.0,109.39,0.83,0.897,17,8,0.54,0.876,0.734,1.0,0.475,47.1,0.462
2.58,0.25,9.78,0.53,1.1,2.93,1.0,2.0,0.95,34.77,0.7,0.364,2,1,0.775,0.33,0.661,0.0,0.655,56.6,0.416
3.75,0.81,5.9,0.24,3.25,6.36,1.0,2.0,0.95,159.76,0.89,0.479,17,10,0.456,0.995,0.778,0.0,0.721,56.2,0.348
2.89,2.94,15.84,0.79,1.68,2.54,0.82,4.0,1.0,110.43,0.86,0.25,3,3,0.809,0.199,0.404,1.0,0.675,62.2,0.558
1.47,1.4,4.3,0.22,0.58,2.58,1.0,2.0,0.95,77.21,0.81,0.896,16,11,0.59,0.496,0.78,0.0,0.358,71.7,0.483
4.67,1.86,8.01,0.33,3.62,6.87,1.0,2.0,0.95,145.69,0.93,0.514,13,8,0.73,0.34,0.973,0.0,0.533,62.0,0.495
6.56,3.06,5.35,0.24,5.41,11.12,0.58,6.0,0.88,122.84,0.78,0.952,2,4,0.555,0.983,0.903,0.0,0.597,44.9,0.391
2.52,0.72,3.97,0.14,1.34,5.14,1.0,2.0,0.95,19.36,0.97,0.807,13,4,0.874,0.727,0.848,1.0,0.968,65.1,0.628
3.3,3.83,6.32,0.24,2.8,5.59,0.82,4.0,1.0,49.6,0.84,0.817,1,3,0.683,0.236,0.936,1.0,0.91,67.5,0.686
1.85,4.58,0.47,0.02,1.32,5.0,0.35,8.0,0.55,4.51,0.81,0.515,3,2,0.452,0.186,0.538,1.0,0.97,66.1,0.671
4.27,4.14,15.11,0.64,3.08,4.31,0.35,8.0,0.55,69.61,0.95,0.387,17,11,0.498,0.832,0.437,0.0,0.49,38.9,0.268
3.08,4.77,1.93,0.08,2.12,7.16,0.58,6.0,0.88,40.73,0.59,0.281,8,1,0.919,0.647,0.568,0.0,0.741,61.1,0.412
4.61,3.02,10.46,0.39,3.55,6.23,0.82,4.0,1.0,34.51,0.63,0.781,12,3,0.477,0.838,0.5,1.0,0.597,45.7,0.451
0.43,6.23,4.01,0.16,-0.08,0.84,0.35,8.0,0.55,45.04,0.77,0.337,16,4,0.454,0.228,0.604,1.0,0.433,50.4,0.474
4.14,2.17,8.82,0.34,2.76,6.0,1.0,2.0,0.95,114.95,0.7,0.485,8,10,0.683,0.386,0.966,1.0,0.696,57.7,0.611
1.76,1.93,4.16,0.18,0.67,3.32,1.0,2.0,0.95,111.64,0.69,0.805,8,2,0.893,0.029,0.536,1.0,0.79,74.5,0.732
2.55,5.17,12.97,0.57,1.29,2.77,0.58,6.0,0.88,106.34,0.95,0.765,18,5,0.456,0.537,0.764,1.0,0.609,58.1,0.477
1.71,1.05,0.92,0.04,0.87,4.38,0.58,6.0,0.88,73.94,0.97,0.895,12,12,0.499,0.904,0.604,1.0,0.515,70.2,0.586
6.57,0.64,2.18,0.1,6.02,14.6,0.82,4.0,1.0,67.35,0.57,0.683,18,9,0.724,0.165,0.534,1.0,0.739,57.6,0.61
2.47,1.21,0.81,0.04,2.12,6.33,1.0,2.0,0.95,62.97,0.73,0.701,13,3,0.526,0.685,0.651,0.0,0.952,73.7,0.509
6.44,4.35,2.31,0.09,5.91,14.64,0.58,6.0,0.88,119.35,0.93,0.977,5,8,0.599,0.689,0.572,0.0,0.644,59.3,0.439
8.81,6.07,6.8,0.3,7.99,13.55,0.58,6.0,0.88,73.46,0.74,0.525,10,8,0.839,0.003,0.82,1.0,0.544,52.6,0.508
3.11,0.72,9.13,0.34,2.47,4.51,0.82,4.0,1.0,131.19,0.96,0.769,4,1,0.677,0.296,0.431,0.0,0.839,64.5,0.491
6.63,7.11,16.25,0.59,5.74,7.05,0.35,8.0,0.55,98.54,0.97,0.97,10,9,0.609,0.636,0.58,1.0,0.515,47.3,0.432
7.24,2.65,17.84,0.96,5.38,5.53,0.82,4.0,1.0,16.66,0.9,0.222,4,8,0.827,0.742,0.762,0.0,0.783,43.1,0.354
1.86,3.93,10.45,0.46,0.78,2.3,0.82,4.0,1.0,82.83,0.87,0.606,18,7,0.569,0.557,0.878,1.0,0.56,69.5,0.633
4.32,1.38,8.67,0.45,3.01,5.4,1.0,2.0,0.95,161.8,0.79,0.471,14,4,0.565,0.63,0.886,1.0,0.949,60.0,0.552
8.39,1.49,6.94,0.3,7.64,12.91,0.35,8.0,0.55,13.68,0.98,0.745,8,7,0.614,0.483,0.627,0.0,0.79,43.0,0.35
7.14,3.15,8.67,0.36,6.03,10.06,0.82,4.0,1.0,160.11,0.87,0.438,9,2,0.79,0.921,0.483,1.0,0.728,53.2,0.513
5.19,0.37,11.89,0.63,4.17,5.3,0.82,4.0,1.0,146.46,0.78,0.376,9,6,0.84,0.685,0.468,0.0,0.543,55.5,0.362
0.64,2.04,6.88,0.28,-0.65,1.02,1.0,2.0,0.95,106.67,0.99,0.381,2,4,0.583,0.776,0.609,1.0,0.824,61.1,0.474
5.48,2.41,5.09,0.24,4.55,9.29,0.82,4.0,1.0,64.76,0.94,0.89,5,8,0.482,0.011,0.68,0.0,0.523,61.5,0.485
2.01,4.39,1.92,0.07,1.14,4.79,0.82,4.0,1.0,43.75,0.94,0.347,6,4,0.6,0.989,0.952,1.0,0.72,68.2,0.578
5.29,0.28,1.07,0.05,4.75,13.23,1.0,2.0,0.95,155.03,0.73,0.64,4,3,0.849,0.85,0.679,0.0,0.705,57.6,0.459
3.53,0.2,16.19,0.78,1.66,3.12,0.82,4.0,1.0,64.54,0.6,0.77,16,2,0.7,0.523,0.642,0.0,0.567,60.7,0.434
2.25,0.57,10.0,0.36,1.41,3.17,1.0,2.0,0.95,121.1,0.84,0.371,1,5,0.852,0.376,0.625,1.0,0.936,67.3,0.602
11.43,6.67,11.88,0.52,10.4,13.14,0.35,8.0,0.55,32.3,0.83,0.114,16,2,0.88,0.074,0.803,1.0,0.497,42.4,0.466
1.55,2.09,1.66,0.09,0.42,3.52,1.0,2.0,0.95,134.7,0.75,0.801,11,5,0.704,0.88,0.858,0.0,0.915,70.2,0.5
1.79,1.29,10.93,0.58,0.76,1.92,1.0,2.0,0.95,132.19,0.65,0.501,4,7,0.488,0.513,0.815,0.0,0.738,63.1,0.418
3.22,7.46,10.76,0.42,1.95,4.18,0.35,8.0,0.55,59.01,0.75,0.851,3,5,0.96,0.383,0.83,1.0,0.364,52.1,0.464
2.75,8.7,5.05,0.19,1.88,5.09,0.35,8.0,0.55,119.66,0.6,0.342,10,5,0.959,0.244,0.842,0.0,0.549,58.5,0.489
3.49,2.62,8.28,0.4,2.19,4.65,0.58,6.0,0.88,178.28,0.72,0.145,16,10,0.768,0.564,0.564,0.0,0.687,51.6,0.357
2.76,0.07,16.98,0.7,1.12,2.63,0.35,8.0,0.55,64.63,0.76,0.433,9,1,0.806,0.515,0.694,0.0,0.893,54.4,0.392
7.46,1.03,2.63,0.14,6.56,15.22,0.82,4.0,1.0,11.5,0.83,0.161,17,10,0.523,0.686,0.722,0.0,0.712,50.2,0.452
4.58,1.31,9.38,0.38,3.38,6.27,0.58,6.0,0.88,165.22,0.67,0.421,1,11,0.979,0.634,0.408,1.0,0.372,54.9,0.496
6.93,3.36,12.3,0.61,5.53,7.22,0.82,4.0,1.0,31.51,0.66,0.251,11,6,0.81,0.982,0.67,0.0,0.56,37.2,0.311
3.7,2.09,15.36,0.63,2.37,3.78,1.0,2.0,0.95,28.99,0.73,0.431,15,8,0.665,0.943,0.847,1.0,0.694,47.8,0.453
6.45,2.28,4.58,0.17,5.85,12.4,0.82,4.0,1.0,90.37,0.55,0.087,14,4,0.519,0.335,0.695,1.0,0.573,53.5,0.586
3.22,3.77,11.5,0.52,2.39,3.7,0.82,4.0,1.0,126.77,0.89,0.922,1,1,0.565,0.077,0.818,1.0,0.758,66.8,0.679
0.8,1.88,1.26,0.05,0.49,2.0,1.0,2.0,0.95,135.87,0.86,0.249,7,5,0.814,0.321,0.917,1.0,0.845,81.1,0.668
8.73,6.03,17.96,0.8,7.24,7.59,0.58,6.0,0.88,40.9,0.98,0.809,13,1,0.502,0.522,0.966,0.0,0.841,50.1,0.429
5.32,0.88,6.39,0.26,4.61,8.72,1.0,2.0,0.95,147.27,0.62,0.691,14,10,0.551,0.687,0.43,0.0,0.557,60.6,0.371
0.71,2.05,16.58,0.64,-0.8,0.72,1.0,2.0,0.95,101.69,0.78,0.722,17,12,0.604,0.715,0.562,1.0,0.911,58.5,0.442
2.58,0.85,10.64,0.44,1.76,3.27,0.82,4.0,1.0,29.76,0.73,0.604,5,10,0.855,0.222,0.828,0.0,0.415,53.0,0.388
6.51,3.08,1.78,0.1,5.56,14.47,0.35,8.0,0.55,41.88,0.82,0.123,6,12,0.883,0.352,0.92,0.0,0.757,46.3,0.45
4.44,1.15,2.67,0.1,3.41,9.87,1.0,2.0,0.95,5.26,0.95,0.634,17,9,0.746,0.88,0.879,1.0,0.482,49.6,0.466
1.89,6.5,0.13,0.01,1.59,5.25,0.58,6.0,0.88,177.0,0.73,0.773,12,10,0.774,0.266,0.792,0.0,0.881,77.9,0.609
9.02,5.31,7.33,0.28,8.09,14.32,0.58,6.0,0.88,30.77,0.56,0.108,14,12,0.708,0.557,0.855,0.0,0.649,41.8,0.412
0.85,1.97,3.3,0.12,-0.35,1.81,1.0,2.0,0.95,85.33,0.87,0.803,3,2,0.732,0.275,0.687,0.0,0.575,64.3,0.437
3.0,3.78,1.1,0.04,2.42,7.69,0.58,6.0,0.88,59.23,0.78,0.535,11,8,0.556,0.109,0.523,0.0,0.449,63.9,0.547
8.82,2.2,11.33,0.54,7.3,9.91,0.35,8.0,0.55,67.05,0.65,0.702,9,1,0.875,0.096,0.561,1.0,0.692,47.0,0.485
10.77,5.51,12.97,0.65,9.81,10.77,0.35,8.0,0.55,97.44,0.71,0.925,3,1,0.519,0.883,0.978,0.0,0.862,35.1,0.297
3.25,1.7,3.7,0.13,2.73,6.77,1.0,2.0,0.95,164.93,0.91,0.422,3,6,0.54,0.317,0.417,0.0,0.626,63.2,0.484
6.64,0.23,17.35,0.77,5.02,5.93,0.35,8.0,0.55,4.04,1.0,0.224,11,1,0.49,0.452,0.686,0.0,0.643,36.3,0.355
5.39,2.05,3.59,0.15,4.29,10.78,1.0,2.0,0.95,74.76,0.56,0.343,9,8,0.46,0.973,0.836,0.0,0.614,43.9,0.312
10.34,1.17,3.7,0.14,9.27,21.1,0.35,8.0,0.55,155.82,0.66,0.117,4,3,0.838,0.325,0.692,0.0,0.438,44.2,0.383
9.17,1.01,17.15,0.69,7.65,8.82,0.35,8.0,0.55,49.82,0.58,0.628,14,2,0.564,0.015,0.552,1.0,0.732,42.8,0.497
6.88,5.29,2.5,0.09,6.15,15.64,0.58,6.0,0.88,53.86,0.8,0.941,4,10,0.504,0.74,0.604,1.0,0.723,57.4,0.465
0.74,2.97,14.38,0.57,-0.5,0.8,0.82,4.0,1.0,61.52,0.97,0.828,2,8,0.533,0.061,0.899,0.0,0.47,60.9,0.431
1.11,1.79,13.87,0.7,0.04,1.06,1.0,2.0,0.95,59.18,0.9,0.978,10,6,0.868,0.556,0.52,1.0,0.674,74.8,0.609
8.27,5.55,16.33,0.84,6.86,6.95,0.58,6.0,0.88,175.8,0.64,0.198,4,9,0.669,0.007,0.585,0.0,0.773,43.8,0.481
1.6,1.94,13.61,0.57,0.45,1.74,1.0,2.0,0.95,32.7,0.68,0.794,14,5,0.791,0.498,0.685,1.0,0.363,62.8,0.527
2.18,0.76,8.73,0.42,0.7,2.83,1.0,2.0,0.95,21.59,0.81,0.148,12,8,0.638,0.567,0.907,0.0,0.768,57.8,0.415
8.08,0.37,5.8,0.23,7.18,13.93,0.58,6.0,0.88,134.23,0.62,0.189,2,11,0.776,0.523,0.864,1.0,0.396,50.5,0.44
10.08,7.44,7.89,0.33,8.85,14.82,0.35,8.0,0.55,110.08,0.56,0.445,18,1,0.531,0.032,0.51,1.0,0.583,48.7,0.538
2.05,6.5,7.4,0.34,0.78,2.97,0.58,6.0,0.88,30.01,0.67,0.316,12,1,0.689,0.983,0.578,0.0,0.852,55.4,0.414
5.83,3.22,17.19,0.64,4.84,5.89,0.35,8.0,0.55,56.72,0.69,0.732,1,8,0.844,0.145,0.466,0.0,0.842,48.3,0.484
6.06,0.1,1.91,0.09,4.93,13.77,0.82,4.0,1.0,33.48,0.61,0.642,10,3,0.788,0.034,0.836,1.0,0.721,65.4,0.608
2.11,5.8,1.27,0.05,1.46,5.28,0.58,6.0,0.88,4.07,0.56,0.73,4,11,0.593,0.051,0.521,0.0,0.968,62.5,0.497
8.59,7.99,6.4,0.28,7.44,13.63,0.35,8.0,0.55,11.39,0.75,0.134,12,11,0.854,0.413,0.9,1.0,0.781,46.1,0.509
4.35,1.21,4.22,0.23,3.79,7.5,0.35,8.0,0.55,69.04,0.58,0.104,2,11,0.564,0.438,0.737,1.0,0.449,43.5,0.519
4.12,0.68,8.88,0.41,3.18,5.42,1.0,2.0,0.95,136.86,0.73,0.544,6,3,0.773,0.578,0.807,0.0,0.453,62.4,0.38
4.51,1.26,1.52,0.07,4.17,10.74,1.0,2.0,0.95,104.42,0.86,0.228,16,8,0.793,0.788,0.665,1.0,0.605,63.4,0.589
9.46,3.87,2.78,0.11,8.68,20.57,0.35,8.0,0.55,133.04,0.68,0.741,10,2,0.633,0.378,0.661,0.0,0.947,53.6,0.505
9.45,5.76,9.5,0.45,8.3,11.81,0.58,6.0,0.88,40.39,0.97,0.799,4,9,0.961,0.784,0.957,1.0,0.572,46.6,0.43
10.7,2.89,7.03,0.38,9.69,14.66,0.35,8.0,0.55,126.23,0.98,0.858,3,4,0.507,0.265,0.935,1.0,0.44,42.6,0.537
3.61,1.7,5.04,0.25,2.57,6.02,0.58,6.0,0.88,104.35,0.66,0.823,14,6,0.503,0.757,0.548,0.0,0.711,54.7,0.44
3.56,3.98,17.26,0.94,2.07,2.76,0.82,4.0,1.0,14.36,0.92,0.626,3,11,0.878,0.839,0.491,1.0,0.412,42.7,0.455
6.74,0.62,16.8,0.66,5.43,6.67,0.58,6.0,0.88,54.68,0.63,0.277,18,6,0.719,0.977,0.948,0.0,0.458,36.0,0.28
2.43,3.91,11.21,0.42,1.14,3.16,0.82,4.0,1.0,155.48,0.59,0.835,12,5,0.571,0.402,0.77,1.0,0.952,71.6,0.679
3.24,0.46,8.62,0.37,1.97,4.5,1.0,2.0,0.95,26.0,0.77,0.326,17,5,0.797,0.751,0.719,0.0,0.722,53.2,0.401
6.63,5.38,7.18,0.3,5.7,10.2,0.58,6.0,0.88,128.66,0.62,0.631,2,4,0.779,0.12,0.47,0.0,0.672,47.1,0.386
2.87,0.7,5.21,0.19,1.97,5.31,1.0,2.0,0.95,119.14,0.91,0.269,10,9,0.476,0.136,0.821,1.0,0.809,63.1,0.615
4.39,2.15,17.08,0.7,3.09,4.18,0.82,4.0,1.0,42.49,0.61,0.173,11,9,0.951,0.919,0.882,1.0,0.652,48.2,0.476
5.19,7.65,17.07,0.91,3.69,4.12,0.35,8.0,0.55,178.41,0.57,0.303,11,9,0.969,0.82,0.842,1.0,0.845,44.0,0.435
2.4,0.3,4.91,0.2,1.52,4.36,0.82,4.0,1.0,73.92,0.93,0.261,14,9,0.974,0.748,0.583,0.0,0.613,72.9,0.482
5.05,8.48,16.93,0.83,3.88,4.28,0.35,8.0,0.55,67.66,0.69,0.306,15,9,0.976,0.91,0.451,0.0,0.589,35.9,0.251
6.12,0.26,17.86,0.89,4.7,4.94,0.35,8.0,0.55,173.0,0.85,0.446,16,8,0.484,0.289,0.779,1.0,0.668,48.2,0.567
3.46,3.09,5.45,0.21,2.84,6.18,0.82,4.0,1.0,66.0,0.63,0.881,16,1,0.933,0.332,0.603,0.0,0.598,68.2,0.557
2.69,4.16,7.25,0.31,2.05,4.08,0.82,4.0,1.0,113.62,0.55,0.571,17,8,0.587,0.413,0.601,1.0,0.645,68.1,0.545
10.82,4.18,8.19,0.41,9.39,14.24,0.35,8.0,0.55,34.76,0.56,0.449,4,11,0.808,0.789,0.652,1.0,0.939,41.3,0.482
9.02,8.63,14.02,0.77,7.26,8.05,0.35,8.0,0.55,36.56,0.84,0.391,8,6,0.908,0.63,0.795,1.0,0.498,40.4,0.495
3.93,3.0,10.5,0.56,2.48,4.32,0.58,6.0,0.88,110.72,0.93,0.351,11,7,0.504,0.792,0.649,0.0,0.85,51.6,0.419
4.75,0.06,3.32,0.13,4.1,9.9,1.0,2.0,0.95,101.05,0.73,0.542,7,4,0.579,0.799,0.677,1.0,0.933,63.2,0.585
3.98,3.87,4.88,0.2,3.3,7.24,0.82,4.0,1.0,95.14,0.94,0.754,15,3,0.698,0.939,0.489,0.0,0.741,53.3,0.442
1.88,2.18,17.07,0.69,0.27,1.81,1.0,2.0,0.95,166.3,0.57,0.522,18,2,0.956,0.236,0.464,1.0,0.634,66.2,0.577
1.83,0.8,5.26,0.27,1.28,2.95,0.58,6.0,0.88,174.89,0.59,0.748,2,9,0.539,0.687,0.78,1.0,0.509,69.0,0.58
0.95,4.15,1.47,0.08,-0.2,2.21,0.82,4.0,1.0,125.49,0.81,0.346,14,4,0.55,0.562,0.835,1.0,0.96,68.4,0.547
11.24,7.99,16.34,0.86,9.73,9.29,0.35,8.0,0.55,159.89,0.83,0.099,11,4,0.931,0.467,0.798,0.0,0.589,39.7,0.388
8.54,8.09,16.06,0.66,6.86,8.46,0.35,8.0,0.55,40.55,0.66,0.225,13,12,0.821,0.056,0.581,1.0,0.463,39.8,0.524
3.18,0.59,17.36,0.74,1.48,2.92,0.82,4.0,1.0,50.91,0.68,0.52,2,9,0.965,0.247,0.827,1.0,0.506,62.6,0.568
4.18,1.3,12.69,0.68,2.52,4.06,1.0,2.0,0.95,85.87,0.92,0.54,13,5,0.587,0.756,0.801,1.0,0.85,64.1,0.529
5.22,3.35,10.22,0.48,4.03,6.29,0.58,6.0,0.88,2.89,0.63,0.064,15,7,0.595,0.363,0.44,1.0,0.916,41.2,0.549
5.52,0.92,12.08,0.53,4.63,6.27,0.58,6.0,0.88,40.47,0.69,0.676,5,9,0.816,0.288,0.934,1.0,0.365,49.5,0.466
6.07,4.23,4.11,0.17,5.32,11.67,0.35,8.0,0.55,110.37,0.63,0.3,18,10,0.572,0.128,0.627,0.0,0.587,43.8,0.411
4.4,1.04,13.91,0.71,3.34,4.15,1.0,2.0,0.95,144.46,0.77,0.542,12,4,0.545,0.433,0.43,1.0,0.889,60.7,0.534
3.06,0.8,3.09,0.12,2.69,6.51,1.0,2.0,0.95,113.61,0.87,0.63,13,1,0.479,0.486,0.732,1.0,0.713,73.7,0.601
2.42,1.95,8.16,0.3,1.11,3.72,1.0,2.0,0.95,25.82,0.76,0.119,8,5,0.747,0.43,0.969,1.0,0.795,63.0,0.526
0.78,0.76,0.05,0.0,-0.05,2.23,0.82,4.0,1.0,101.53,0.69,0.704,11,12,0.613,0.939,0.483,1.0,0.658,56.2,0.424
0.41,2.02,8.07,0.42,-0.5,0.53,0.58,6.0,0.88,22.81,0.72,0.494,8,7,0.924,0.877,0.639,0.0,0.517,42.7,0.283
4.93,0.13,6.29,0.32,3.88,7.36,1.0,2.0,0.95,38.68,0.75,0.587,17,3,0.57,0.819,0.637,0.0,0.614,45.0,0.395
11.23,6.48,12.54,0.67,9.91,11.01,0.35,8.0,0.55,61.32,0.8,0.139,10,3,0.794,0.246,0.6,0.0,0.77,36.9,0.329
5.15,4.36,5.42,0.21,3.97,9.2,0.82,4.0,1.0,147.32,0.77,0.924,17,8,0.964,0.133,0.686,1.0,0.573,62.8,0.591
5.37,3.14,13.26,0.59,3.81,5.71,0.82,4.0,1.0,83.37,0.93,0.984,1,9,0.712,0.634,0.568,1.0,0.673,56.6,0.572
4.75,3.94,7.84,0.39,3.85,6.42,0.82,4.0,1.0,135.33,0.82,0.68,16,3,0.466,0.051,0.919,0.0,0.426,59.0,0.53
0.96,1.81,16.77,0.72,-0.09,0.9,1.0,2.0,0.95,159.31,0.93,0.806,8,4,0.489,0.524,0.515,1.0,0.712,57.3,0.507
5.67,2.69,8.78,0.34,5.04,8.22,0.82,4.0,1.0,51.62,0.76,0.227,18,6,0.894,0.891,0.97,0.0,0.507,41.8,0.354
2.47,1.85,13.3,0.73,0.65,2.29,1.0,2.0,0.95,126.42,0.89,0.675,5,2,0.509,0.909,0.412,0.0,0.524,55.5,0.381
0.91,1.44,2.65,0.11,0.06,1.98,1.0,2.0,0.95,21.97,0.55,0.189,9,5,0.484,0.316,0.412,1.0,0.841,68.5,0.681
2.1,2.14,10.89,0.5,0.93,2.47,1.0,2.0,0.95,147.39,0.7,0.551,3,2,0.793,0.253,0.445,0.0,0.875,71.2,0.586
5.7,4.01,16.1,0.69,4.63,5.48,0.58,6.0,0.88,29.82,0.72,0.629,13,4,0.597,0.711,0.879,0.0,0.837,47.5,0.417
1.51,5.25,13.41,0.57,0.33,1.64,0.35,8.0,0.55,160.76,0.62,0.69,15,12,0.943,0.005,0.676,0.0,0.775,63.9,0.497
5.15,5.96,0.22,0.01,4.33,14.31,0.58,6.0,0.88,65.2,0.99,0.323,14,12,0.593,0.873,0.954,1.0,0.772,52.2,0.473
2.88,1.09,8.99,0.36,1.63,4.06,1.0,2.0,0.95,29.95,0.6,0.175,13,6,0.84,0.435,0.55,1.0,0.72,51.4,0.474
5.99,1.48,10.08,0.49,5.24,7.13,0.58,6.0,0.88,10.4,0.62,0.963,17,4,0.865,0.201,0.558,1.0,0.583,49.7,0.473
2.3,1.28,9.89,0.36,1.45,3.24,1.0,2.0,0.95,110.92,0.56,0.422,14,5,0.615,0.851,0.439,1.0,0.409,59.6,0.454
7.37,0.11,2.47,0.11,6.21,16.02,0.82,4.0,1.0,51.45,0.99,0.17,18,5,0.877,0.332,0.838,0.0,0.649,61.0,0.511
6.58,0.14,12.81,0.46,5.29,8.12,0.82,4.0,1.0,49.7,1.0,0.06,1,6,0.68,0.992,0.735,1.0,0.649,37.1,0.452
9.62,7.96,10.97,0.52,8.74,11.06,0.35,8.0,0.55,121.17,0.93,0.159,13,10,0.666,0.683,0.752,0.0,0.788,38.8,0.348
11.06,5.13,15.14,0.66,9.35,10.95,0.35,8.0,0.55,112.31,0.99,0.228,12,8,0.516,0.805,0.786,0.0,0.549,31.0,0.304
2.2,2.19,10.68,0.46,1.22,2.72,1.0,2.0,0.95,58.78,0.6,0.073,3,12,0.646,0.308,0.609,0.0,0.515,59.3,0.425
5.03,0.3,1.03,0.04,4.05,12.9,0.58,6.0,0.88,41.65,0.93,0.543,2,8,0.952,0.774,0.897,0.0,0.652,58.5,0.449
5.09,3.63,6.72,0.36,3.88,7.17,0.82,4.0,1.0,142.05,0.87,0.393,8,3,0.544,0.145,0.541,0.0,0.603,54.3,0.453
2.97,2.63,17.26,0.69,1.59,2.86,0.58,6.0,0.88,172.01,0.63,0.918,3,3,0.594,0.208,0.72,0.0,0.803,55.5,0.475
4.06,4.66,2.59,0.11,3.29,8.83,0.58,6.0,0.88,6.12,0.87,0.73,10,9,0.604,0.697,0.446,1.0,0.647,50.8,0.501
3.56,0.31,13.46,0.73,2.14,3.3,1.0,2.0,0.95,149.09,0.77,0.061,7,2,0.682,0.289,0.901,1.0,0.853,59.3,0.536
5.29,1.67,15.63,0.7,3.98,5.04,1.0,2.0,0.95,122.21,0.95,0.856,3,6,0.929,0.142,0.697,1.0,0.932,63.3,0.582
1.42,0.6,7.35,0.27,0.47,2.29,0.58,6.0,0.88,17.73,0.84,0.076,12,5,0.937,0.631,0.529,0.0,0.473,61.0,0.396
3.37,4.0,6.49,0.27,2.7,5.44,0.58,6.0,0.88,138.94,0.99,0.763,11,7,0.458,0.636,0.811,1.0,0.885,58.4,0.511
6.41,2.52,14.56,0.6,5.21,6.75,0.82,4.0,1.0,144.81,0.75,0.899,3,1,0.656,0.807,0.943,0.0,0.793,53.9,0.346
1.51,4.36,2.87,0.13,0.87,3.15,0.82,4.0,1.0,37.39,0.77,0.917,11,4,0.884,0.702,0.594,0.0,0.848,77.6,0.551
4.75,0.22,7.12,0.26,4.1,7.79,1.0,2.0,0.95,57.94,0.96,0.924,6,4,0.933,0.636,0.483,1.0,0.487,59.9,0.553
3.43,1.32,12.56,0.48,2.2,4.13,1.0,2.0,0.95,105.33,0.59,0.382,4,6,0.784,0.741,0.44,0.0,0.94,57.5,0.389
2.18,5.68,10.35,0.42,1.2,2.83,0.58,6.0,0.88,119.58,0.9,0.661,7,11,0.902,0.062,0.758,0.0,0.762,66.0,0.49
6.2,2.22,12.68,0.6,4.53,6.53,0.58,6.0,0.88,129.55,0.86,0.963,2,12,0.881,0.263,0.706,1.0,0.427,54.1,0.525
9.2,5.14,16.29,0.66,8.06,9.11,0.35,8.0,0.55,128.16,0.84,0.704,6,9,0.937,0.433,0.845,1.0,0.671,41.0,0.5
6.71,5.41,14.97,0.82,5.38,5.74,0.35,8.0,0.55,73.7,0.99,0.801,10,10,0.594,0.142,0.726,0.0,0.915,50.0,0.423
1.1,1.09,7.12,0.26,-0.23,1.8,0.58,6.0,0.88,13.68,0.84,0.223,15,3,0.771,0.863,0.465,1.0,0.738,35.9,0.365
1.22,0.33,7.24,0.39,0.28,1.65,1.0,2.0,0.95,10.54,0.87,0.311,2,5,0.969,0.01,0.793,1.0,0.968,61.1,0.629
3.77,1.38,2.05,0.08,3.03,8.77,1.0,2.0,0.95,152.02,0.65,0.41,1,5,0.697,0.031,0.878,0.0,0.377,63.2,0.533
8.39,4.37,9.56,0.48,7.07,10.11,0.35,8.0,0.55,124.13,0.66,0.717,3,3,0.519,0.604,0.468,0.0,0.765,38.9,0.32
9.39,0.16,17.23,0.8,8.31,8.17,0.35,8.0,0.55,99.83,0.62,0.189,14,3,0.833,0.909,0.902,0.0,0.893,31.0,0.325
6.16,5.88,8.96,0.38,5.08,8.44,0.58,6.0,0.88,49.17,0.59,0.183,8,3,0.62,0.754,0.696,1.0,0.544,49.8,0.429
5.23,0.5,2.73,0.12,4.84,11.13,1.0,2.0,0.95,38.85,0.98,0.806,4,7,0.874,0.501,0.422,1.0,0.942,66.5,0.606
7.12,0.96,10.47,0.47,5.8,8.68,0.58,6.0,0.88,154.15,0.78,0.079,17,4,0.875,0.008,0.662,0.0,0.845,48.9,0.452
0.56,3.15,17.25,0.9,-1.29,0.45,0.58,6.0,0.88,62.14,0.83,0.867,15,6,0.577,0.351,0.788,1.0,0.751,55.4,0.401
9.46,4.34,11.77,0.42,8.09,12.29,0.58,6.0,0.88,163.99,0.84,0.695,8,4,0.901,0.327,0.411,1.0,0.894,50.3,0.573
1.18,1.99,8.98,0.48,-0.33,1.42,1.0,2.0,0.95,86.25,0.79,0.836,13,7,0.583,0.309,0.612,1.0,0.861,62.5,0.569
